AADT,AADT_YR,MARKED_NAM,ROAD_NAME,COUNTY_NAM,HCV,HCV_MU_YR,MU_VOL,SU_VOL,MR_NUMBER,MR_TYPE,INVENTORY,KEY_RT_NBR,POINT_X,POINT_Y
Not Counted, ,0,GROVE STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03300A000540,3300,-88.9989,40.47772
Not Counted, ,0,GROVE STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03300A000540,3300,-89.0052,40.47764
Not Counted, ,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-89.0186,40.47625
1000,2009,0,LIVINGSTON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-89.0088,40.47646
1000,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-89.0126,40.47639
1000,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-89.0075,40.4768
1850,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-88.9968,40.47699
2200,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-88.9954,40.47701
800,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-89.0042,40.47686
850,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-88.9996,40.47695
2600,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 000540,3305,-88.9938,40.47704
Not Counted, ,0,WESTVIEW DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305 004160,3305,-88.9692,40.50975
Not Counted, ,0,WESTVIEW DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03305A004160,3305,-88.9638,40.50983
Not Counted, ,0,PLAZA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03306 004160,3306,-88.9559,40.50957
Not Counted, ,0,RUTH ROAD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03310 000540,3310,-88.9599,40.47824
Not Counted, ,0,HANLIN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03310 004160,3310,-88.9735,40.5089
Not Counted, ,0,VALENTINE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03315 004160,3315,-88.9702,40.5089
Not Counted, ,0,STERN DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03320 000540,3320,-88.9512,40.47865
Not Counted, ,0,KELLER RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03320 004160,3320,-88.9614,40.5085
Not Counted, ,0,KARIN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03325 004160,3325,-88.9736,40.50806
Not Counted, ,0,YORKTOWN DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03330 000540,3330,-88.9446,40.47812
Not Counted, ,0,SPEAR DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03330 004160,3330,-88.9747,40.50719
Not Counted, ,0,SPEAR DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03330A004160,3330,-88.967,40.50705
Not Counted, ,0,BRANDYWINE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03335 000540,3335,-88.9444,40.47931
Not Counted, ,0,WATKINS DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03335 004160,3335,-88.9596,40.50804
Not Counted, ,0,HANOVER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03340 000540,3340,-88.9379,40.47822
Not Counted, ,0,LUCILLE LA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03340 004160,3340,-88.9669,40.50632
1450,2009,0,BAUGH DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03345 004160,3345,-88.9613,40.50506
950,2009,0,BAUGH DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03345 004160,3345,-88.9641,40.50368
Not Counted, ,0,SCHROEDER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03346 004160,3346,-88.9615,40.50407
Not Counted, ,0,VIOLA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03350 004160,3350,-88.9675,40.50405
Not Counted, ,0,LINDELL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03355 004160,3355,-88.981,40.50344
Not Counted, ,0,LINDELL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03355A004160,3355,-88.9778,40.50324
Not Counted, ,0,WARD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03356 004160,3356,-88.9569,40.5042
Not Counted, ,0,JOAN WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360 004160,3360,-88.9676,40.5034
1350,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360A000540,3360,-88.9915,40.47694
Not Counted, ,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360B000540,3360,-88.9835,40.47718
375,2009,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360B000540,3360,-88.9872,40.47712
Not Counted, ,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360C000540,3360,-88.9775,40.47706
Not Counted, ,0,OLIVE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03360D000540,3360,-88.9628,40.47737
Not Counted, ,0,SHERIDAN RD.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03365 004160,3365,-88.9694,40.50223
Not Counted, ,0,ROSEBUD LA,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03368 004160,3368,-88.9594,40.50151
Not Counted, ,0,NEWPORT DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03370 000540,3370,-88.9452,40.47716
Not Counted, ,0,RIDGEMONT RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03370 004160,3370,-88.9769,40.50001
Not Counted, ,0,ROBINWOOD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03375 004160,3375,-88.9705,40.50035
Not Counted, ,0,HUNTER DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03380 000540,3380,-88.9357,40.47742
Not Counted, ,0,ROLAND DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03380 004160,3380,-88.9614,40.50028
Not Counted, ,0,ILLINOIS ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03390 000540,3390,-89.0186,40.47534
Not Counted, ,0,MAPLE PL.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03390 004160,3390,-88.981,40.49684
Not Counted, ,0,PACKARD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03390A000540,3390,-89.012,40.47557
Not Counted, ,0,MAPLE PL.,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03390A004160,3390,-88.9768,40.49749
Not Counted, ,0,TAYLOR ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03390B000540,3390,-89.0036,40.47582
Not Counted, ,0,MAPLEWOOD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03391 004160,3391,-88.9762,40.49704
Not Counted, ,0,ETHELL PARKWAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03392 004160,3392,-88.9749,40.49637
Not Counted, ,0,ETHELL PARKWAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03392A004160,3392,-88.9635,40.50076
Not Counted, ,0,SMITH DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03395 004160,3395,-88.9739,40.49606
Not Counted, ,0,TAYLOR ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03400 000540,3400,-88.986,40.47631
Not Counted, ,0,TAYLOR ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03410 000540,3410,-88.9738,40.47618
Not Counted, ,0,TAYLOR ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03410A000540,3410,-88.9642,40.47638
2650,2009,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03430 000540,3430,-88.954,40.47539
550,2009,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03430 000540,3430,-88.9563,40.47546
Not Counted, ,0,HALL COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03440 000540,3440,-88.9472,40.47634
Not Counted, ,0,SHEFFIELD DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03450 000540,3450,-88.9413,40.47681
Not Counted, ,0,DARTMOUTH DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03450A000540,3450,-88.9391,40.47682
1500,2009,0,WELLINGTON WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03460 000540,3460,-88.9402,40.47598
Not Counted, ,0,PHILLIP PLACE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03470 000540,3470,-88.9382,40.4752
Not Counted, ,0,RICHARD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03480 000540,3480,-88.937,40.47534
Not Counted, ,0,RICHARD RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03490 000540,3490,-88.9413,40.47435
Not Counted, ,0,IOWA ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03510 000540,3510,-89.0175,40.47453
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03520 000540,3520,-89.0118,40.47469
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03520A000540,3520,-89.0061,40.47498
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03520A000540,3520,-89.0003,40.47512
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03520A000540,3520,-88.9979,40.47516
Not Counted, ,0,WATER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03530 000540,3530,-88.9967,40.47552
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03540 000540,3540,-88.9877,40.47552
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03550 000540,3550,-88.9789,40.47552
Not Counted, ,0,JACKSON ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03550A000540,3550,-88.9679,40.47536
Not Counted, ,0,RIDGE ROAD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03560 000540,3560,-88.9466,40.47544
Not Counted, ,0,INDIANA ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03570 000540,3570,-89.0186,40.47371
Not Counted, ,0,MILL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03580 000540,3580,-89.0085,40.47416
Not Counted, ,0,MILL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03580 000540,3580,-89.0106,40.4742
Not Counted, ,0,MILL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03580A000540,3580,-88.9988,40.47437
Not Counted, ,0,MILL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03580B000540,3580,-88.9883,40.47468
Not Counted, ,0,FELTON PLACE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03590 000540,3590,-88.9835,40.47481
Not Counted, ,0,EAST GATE PLACE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03600 000540,3600,-88.9617,40.47458
Not Counted, ,0,GRANDVIEW DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03610 000540,3610,-88.9466,40.47446
Not Counted, ,0,ST JOSEPH CEM,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03650 000540,3650,-89.0175,40.47139
Not Counted, ,0,ELM ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03660 000540,3660,-89.0083,40.47183
Not Counted, ,0,ELM STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03660A000540,3660,-88.9984,40.47206
Not Counted, ,0,ELM STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03660B000540,3660,-88.9942,40.47217
Not Counted, ,0,MAC ARTHUR ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03670 000540,3670,-88.9826,40.47346
Not Counted, ,0,ELM STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03680 000540,3680,-88.9826,40.47286
Not Counted, ,0,BELL STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03690 000540,3690,-88.9865,40.47213
Not Counted, ,0,BELL STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03690 000540,3690,-88.9837,40.47221
Not Counted, ,0,BELL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03690A000540,3690,-88.9803,40.47234
Not Counted, ,0,BELL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03690A000540,3690,-88.9779,40.47228
Not Counted, ,0,MAIZEFIELD AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03695 000540,3695,-88.974,40.47224
Not Counted, ,0,CASTLE AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03700 000540,3700,-88.9652,40.47261
Not Counted, ,0,MAYSEL DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03710 000540,3710,-88.9563,40.47282
Not Counted, ,0,ROSS DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03720 000540,3720,-88.9563,40.47197
Not Counted, ,0,COVENTRY COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03730 000540,3730,-88.9464,40.47283
Not Counted, ,0,DODGE DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03740 000540,3740,-88.9457,40.47202
Not Counted, ,0,KINGSBURY COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03750 000540,3750,-88.9447,40.4712
Not Counted, ,0,MOCKINGBIRD DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03767 000540,3767,-88.9446,40.47017
Not Counted, ,0,MORNINGSIDE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03770 000540,3770,-88.9457,40.47013
Not Counted, ,0,MORNINGSIDE DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03770 000540,3770,-88.9433,40.46885
700,2009,0,WOOD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03780 000540,3780,-89.0095,40.47102
1300,2009,0,WOOD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03780A000540,3780,-88.9915,40.47145
Not Counted, ,0,FOLSOM ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03790 000540,3790,-89.0075,40.47023
Not Counted, ,0,GRAY AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03800 000540,3800,-88.9969,40.47059
Not Counted, ,0,NICCOLLS STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03800A000540,3800,-88.9921,40.47069
Not Counted, ,0,WOOD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03810 000540,3810,-88.9837,40.47124
1100,2009,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03820 000540,3820,-89.009,40.46973
1400,2009,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03820 000540,3820,-89.0134,40.47019
Not Counted, ,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03830 000540,3830,-88.9988,40.46979
Not Counted, ,0,WALL STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03830 000540,3830,-88.996,40.46988
Not Counted, ,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03840 000540,3840,-88.995,40.46952
Not Counted, ,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03840A000540,3840,-88.9919,40.46966
Not Counted, ,0,MILLER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03850 000540,3850,-88.9836,40.47023
Not Counted, ,0,HICKORY ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03860 000540,3860,-88.9968,40.46878
Not Counted, ,0,FREMONT ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03870 000540,3870,-88.9836,40.46937
Not Counted, ,0,CONGRESS ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03880 000540,3880,-89.0108,40.46772
Not Counted, ,0,BUCHANAN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03890 000540,3890,-88.9923,40.46843
Not Counted, ,0,BUCHANAN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03890A000540,3890,-88.9836,40.46879
Not Counted, ,0,BROOKSHIRE GR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03900 000540,3900,-88.941,40.47008
Not Counted, ,0,CHATSFORD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03910 000540,3910,-88.9395,40.47196
Not Counted, ,0,DEVON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03930 000540,3930,-88.9391,40.4704
Not Counted, ,0,KENFIELD CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03950 000540,3950,-88.9392,40.46802
Not Counted, ,0,PEMBROOKE CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  03970 000540,3970,-88.9416,40.46731
1050,2009,0,CROXTON AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04000 000540,4000,-88.9798,40.46944
650,2009,0,CROXTON AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04000A000540,4000,-88.975,40.47037
Not Counted, ,0,CLOUD ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04010 000540,4010,-88.9686,40.47109
Not Counted, ,0,PIERCE AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04010A000540,4010,-88.9603,40.47101
Not Counted, ,0,GOLDEN DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04020 000540,4020,-88.9669,40.47028
Not Counted, ,0,SKYLINE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04030 000540,4030,-88.9603,40.47028
Not Counted, ,0,CLOBERTIN CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04040 000540,4040,-88.9545,40.47083
Not Counted, ,0,BUCKEYE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04050 000540,4050,-88.9517,40.47038
Not Counted, ,0,DUNBAR DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04060 000540,4060,-88.9621,40.46982
Not Counted, ,0,CROXTON AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04070 000540,4070,-88.9674,40.46948
Not Counted, ,0,OWENS DRIVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04080 000540,4080,-88.9657,40.46864
Not Counted, ,0,KEMMER LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04080A000540,4080,-88.9621,40.46823
Not Counted, ,0,WILLEDROB RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04080B000540,4080,-88.9564,40.46878
Not Counted, ,0,STRATFORD COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04090 000540,4090,-88.9475,40.46906
Not Counted, ,0,BISSELL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04100 000540,4100,-88.9921,40.46755
Not Counted, ,0,BISSELL ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04110 000540,4110,-88.9836,40.46774
Not Counted, ,0,GARLING DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04120 000540,4120,-88.9656,40.46784
Not Counted, ,0,BENJAMIN LANE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04130 000540,4130,-88.9605,40.46748
Not Counted, ,0,MCGRAW DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04140 000540,4140,-88.9518,40.46785
Not Counted, ,0,PHEASANT RUN,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04150 000540,4150,-88.9465,40.4673
Not Counted, ,0,TOKIO ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04160 000540,4160,-89.0108,40.46614
Not Counted, ,0,LAKE STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04170 000540,4170,-89.0009,40.46648
Not Counted, ,0,LINCOLN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04180 000540,4180,-88.9952,40.46638
Not Counted, ,0,VAN SHOICK ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04200 000540,4200,-89.0014,40.4658
Not Counted, ,0,TANNER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04210 000540,4210,-89.0034,40.46502
Not Counted, ,0,BAKER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04220 000540,4220,-88.9944,40.46563
Not Counted, ,0,BAKER STREET,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04220A000540,4220,-88.9888,40.46574
Not Counted, ,0,BAKER ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04220B000540,4220,-88.9812,40.46588
Not Counted, ,0,MEADOWBROOK DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04230 000540,4230,-88.9692,40.46545
Not Counted, ,0,STEWART ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04240 000540,4240,-88.9921,40.4649
Not Counted, ,0,REDWOOD AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04250 000540,4250,-88.9757,40.46551
Not Counted, ,0,BEECHWOOD AVE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04260 000540,4260,-88.9754,40.46471
Not Counted, ,0,CONLEY CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04277 000540,4277,-88.9707,40.46518
Not Counted, ,0,LAFAYETTE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04300 000540,4300,-88.9953,40.46294
Not Counted, ,0,LAFAYETTE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04310 000540,4310,-88.9693,40.46351
1750,2009,0,LAFAYETTE ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04310 000540,4310,-88.9722,40.46362
Not Counted, ,0,MANOR CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04340 000540,4340,-88.9426,40.46448
Not Counted, ,0,MANOR CIRCLE,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04340 000540,4340,-88.9419,40.46504
Not Counted, ,0,SCOFIELD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04345 000540,4345,-88.9366,40.47263
Not Counted, ,0,LONDON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04350 000540,4350,-88.9468,40.4644
Not Counted, ,0,KENSINGTON CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04355 000540,4355,-88.9392,40.46521
Not Counted, ,0,BEDFORD CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04360 000540,4360,-88.9467,40.46303
Not Counted, ,0,GLOUCESTER CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04365 000540,4365,-88.9397,40.46361
1800,2009,0,GLOUCESTER CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04365 000540,4365,-88.9423,40.46319
Not Counted, ,0,PENDLETON CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04370 000540,4370,-88.9465,40.46198
Not Counted, ,0,CHISWICK CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04375 000540,4375,-88.9396,40.46216
Not Counted, ,0,HERBERT ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04380 000540,4380,-88.9634,40.46261
Not Counted, ,0,DOWNING CIR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04385 000540,4385,-88.9387,40.46041
Not Counted, ,0,BROMPTON COURT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04386 000540,4386,-88.945,40.46053
Not Counted, ,0,MARZELL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04390 000540,4390,-88.9637,40.46149
Not Counted, ,0,WEMBLEY WAY,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04395 000540,4395,-88.9404,40.45933
Not Counted, ,0,BRISTOL DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04400 000540,4400,-88.9362,40.47166
Not Counted, ,0,OLYMPIA DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04401 000540,4401,-88.908,40.4706
Not Counted, ,0,WICKER RD,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04401 000540,4401,-88.9057,40.46825
Not Counted, ,0,BRONCO DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04402 000540,4402,-88.9057,40.47058
1900,2009,0,OAKLAND AVE (EAST),MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04403 000540,4403,-88.9056,40.47292
1050,2009,0,VIC DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04404 000540,4404,-88.9027,40.46939
Not Counted, ,0,TYNE CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04405 000540,4405,-88.9332,40.4729
Not Counted, ,0,DETROIT DR,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04406 000540,4406,-88.9035,40.47061
Not Counted, ,0,CEDAR CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04410 000540,4410,-89.0191,40.45816
Not Counted, ,0,IVEY CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04420 000540,4420,-89.019,40.4573
Not Counted, ,0,YEW ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04430 000540,4430,-89.0189,40.45651
Not Counted, ,0,SPIRIA CT,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04440 000540,4440,-89.0165,40.45605
Not Counted, ,0,URBAN ST,MCLEAN,Not Counted, ,Not Counted,Not Counted,0,0,057  04450 000540,4450,-88.9951,40.45817
